image_name,Type_1,Type_2,Type_3
0.jpg,0.222117,0.499902,0.277981
1.jpg,0.188437,0.426347,0.385216
2.jpg,0.531037,0.36046,0.108504
3.jpg,0.219927,0.476502,0.303571
4.jpg,0.189503,0.461863,0.348633
5.jpg,0.550371,0.374277,0.0753516
6.jpg,0.462014,0.431963,0.106023
7.jpg,0.125391,0.429969,0.44464
8.jpg,0.353212,0.394316,0.252472
9.jpg,0.490092,0.383287,0.126621
10.jpg,0.424022,0.463133,0.112845
11.jpg,0.332569,0.434016,0.233415
12.jpg,0.176178,0.429777,0.394045
13.jpg,0.224799,0.458916,0.316285
14.jpg,0.32792,0.479269,0.192811
15.jpg,0.199134,0.450483,0.350383
16.jpg,0.192873,0.478486,0.328641
17.jpg,0.390296,0.437692,0.172012
18.jpg,0.506295,0.388967,0.104738
19.jpg,0.274009,0.467866,0.258125
20.jpg,0.643817,0.31155,0.044632
21.jpg,0.389531,0.489602,0.120867
22.jpg,0.18244,0.439274,0.378285
23.jpg,0.342242,0.43044,0.227318
24.jpg,0.252674,0.475555,0.271771
25.jpg,0.441705,0.43125,0.127044
26.jpg,0.501119,0.396943,0.101939
27.jpg,0.198699,0.418758,0.382544
28.jpg,0.361923,0.3997,0.238376
29.jpg,0.411671,0.425345,0.162985
30.jpg,0.328089,0.430711,0.2412
31.jpg,0.298818,0.475581,0.225601
32.jpg,0.307409,0.455431,0.23716
33.jpg,0.190212,0.45086,0.358928
34.jpg,0.173035,0.448991,0.377974
35.jpg,0.449107,0.351427,0.199466
36.jpg,0.293243,0.4363,0.270457
37.jpg,0.634651,0.291777,0.0735728
38.jpg,0.402078,0.450292,0.14763
39.jpg,0.248302,0.407946,0.343751
40.jpg,0.153463,0.397795,0.448741
41.jpg,0.210544,0.453167,0.336289
42.jpg,0.166665,0.485783,0.347552
43.jpg,0.194615,0.375858,0.429527
44.jpg,0.26664,0.511783,0.221577
45.jpg,0.187126,0.42807,0.384804
46.jpg,0.23441,0.462446,0.303144
47.jpg,0.476957,0.40251,0.120533
48.jpg,0.28863,0.402871,0.308498
49.jpg,0.13803,0.369595,0.492375
50.jpg,0.216918,0.462223,0.320859
51.jpg,0.677265,0.276693,0.046042
52.jpg,0.397519,0.416532,0.185949
53.jpg,0.36294,0.447282,0.189777
54.jpg,0.159109,0.434185,0.406707
